Name,Type1,Type2,Total,HP,Attack,Defense,Sp_Atk,Sp_Def,Speed,PokeAPI_Matched,PokeAPI_Query_Name,PokeAPI_ID,Base_Experience,Height_dm,Weight_hg,Ability_Count,Hidden_Ability_Count,Abilities,Move_Count,Is_Default_Form,Species_Name,Generation,Habitat,Growth_Rate,Color,Shape,Capture_Rate,Base_Happiness,Is_Baby,Is_Legendary,Is_Mythical,Evolves_From,Rarity_Context_Flag,Evolution_Context_Flag,Height_dm_Scaled_Enriched,Weight_hg_Scaled_Enriched,Base_Experience_Scaled_Enriched,Ability_Count_Scaled_Enriched,Hidden_Ability_Count_Scaled_Enriched,Move_Count_Scaled_Enriched,Resource_Intensity_Index,Ability_Complexity_Index,Enrichment_Context_Score
Wartortle,Water,,405,59,63,80,65,80,58,True,wartortle,8.0,142.0,10.0,225.0,2.0,1.0,"torrent, rain-dish",101.0,True,wartortle,generation-i,waters-edge,medium-slow,blue,upright,45.0,70.0,False,False,False,squirtle,0,1,0.04522613065326633,0.022404480896179236,0.1853146853146853,0.5,1.0,0.267379679144385,0.08431509895471029,0.589126559714795,0.4109451535723311
Blastoise,Water,,530,79,83,100,85,105,78,True,blastoise,9.0,239.0,16.0,855.0,2.0,1.0,"torrent, rain-dish",121.0,True,blastoise,generation-i,waters-edge,medium-slow,blue,upright,45.0,70.0,False,False,False,wartortle,0,1,0.07537688442211056,0.08541708341668333,0.3548951048951049,0.5,1.0,0.320855614973262,0.17189635757796626,0.606951871657754,0.44434965593649145
Blastoise,Water,,630,79,103,120,135,115,78,True,blastoise,9.0,239.0,16.0,855.0,2.0,1.0,"torrent, rain-dish",121.0,True,blastoise,generation-i,waters-edge,medium-slow,blue,upright,45.0,70.0,False,False,False,wartortle,0,1,0.07537688442211056,0.08541708341668333,0.3548951048951049,0.5,1.0,0.320855614973262,0.17189635757796626,0.606951871657754,0.44434965593649145
Caterpie,Bug,,195,45,30,35,20,20,45,True,caterpie,10.0,39.0,3.0,29.0,2.0,1.0,"shield-dust, run-away",5.0,True,caterpie,generation-i,forest,medium,green,armor,255.0,70.0,False,False,False,,0,0,0.010050251256281405,0.0028005601120224045,0.005244755244755234,0.5,1.0,0.0106951871657754,0.006031855537686347,0.5035650623885918,0.20323558161674263
Metapod,Bug,,205,50,20,55,25,25,30,True,metapod,11.0,72.0,7.0,99.0,1.0,0.0,shed-skin,5.0,True,metapod,generation-i,forest,medium,green,squiggle,120.0,70.0,False,False,False,caterpie,0,1,0.03015075376884422,0.009801960392078415,0.06293706293706294,0.0,0.0,0.0106951871657754,0.03429659236599519,0.0035650623885918,0.16171500266523528
Butterfree,Bug,Flying,395,60,45,50,90,80,70,True,butterfree,12.0,178.0,11.0,320.0,2.0,1.0,"compound-eyes, tinted-lens",87.0,True,butterfree,generation-i,forest,medium,white,bug-wings,45.0,70.0,False,False,False,metapod,0,1,0.05025125628140704,0.03190638127625525,0.24825174825174826,0.5,1.0,0.2299465240641711,0.11013646193647018,0.5766488413547237,0.4137004751228306
Weedle,Bug,Poison,195,40,35,30,20,20,50,True,weedle,13.0,39.0,3.0,32.0,2.0,1.0,"shield-dust, run-away",4.0,True,weedle,generation-i,forest,medium,brown,armor,255.0,70.0,False,False,False,,0,0,0.010050251256281405,0.003100620124024805,0.005244755244755234,0.5,1.0,0.00802139037433155,0.0061318755416871484,0.5026737967914439,0.2029090813790837
Kakuna,Bug,Poison,205,45,25,50,25,25,35,True,kakuna,14.0,72.0,6.0,100.0,1.0,0.0,shed-skin,5.0,True,kakuna,generation-i,forest,medium,yellow,squiggle,120.0,70.0,False,False,False,weedle,0,1,0.025125628140703515,0.009901980396079216,0.06293706293706294,0.0,0.0,0.0106951871657754,0.03265489049128189,0.0035650623885918,0.16122249210282127
Beedrill,Bug,Poison,395,65,90,40,45,80,75,True,beedrill,15.0,178.0,10.0,295.0,2.0,1.0,"swarm, sniper",93.0,True,beedrill,generation-i,forest,medium,yellow,bug-wings,45.0,70.0,False,False,False,kakuna,0,1,0.04522613065326633,0.029405881176235247,0.24825174825174826,0.5,1.0,0.2459893048128342,0.10762792002708328,0.5819964349376114,0.41508694998316953
Beedrill,Bug,Poison,495,65,150,40,15,80,145,True,beedrill,15.0,178.0,10.0,295.0,2.0,1.0,"swarm, sniper",93.0,True,beedrill,generation-i,forest,medium,yellow,bug-wings,45.0,70.0,False,False,False,kakuna,0,1,0.04522613065326633,0.029405881176235247,0.24825174825174826,0.5,1.0,0.2459893048128342,0.10762792002708328,0.5819964349376114,0.41508694998316953
Pidgey,Normal,Flying,251,40,45,40,35,35,56,True,pidgey,16.0,50.0,3.0,18.0,3.0,1.0,"keen-eye, tangled-feet, big-pecks",64.0,True,pidgey,generation-i,forest,medium-slow,brown,wings,255.0,70.0,False,False,False,,0,0,0.010050251256281405,0.0017003400680136028,0.024475524475524466,1.0,1.0,0.16844919786096255,0.01207537193327316,0.7228163992869875,0.29274917129477696
Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,True,pidgeotto,17.0,122.0,11.0,300.0,3.0,1.0,"keen-eye, tangled-feet, big-pecks",61.0,True,pidgeotto,generation-i,forest,medium-slow,brown,wings,120.0,70.0,False,False,False,pidgey,0,1,0.05025125628140704,0.02990598119623925,0.15034965034965034,1.0,1.0,0.160427807486631,0.07683562927576554,0.7201426024955436,0.46110772978094705
Pidgeot,Normal,Flying,479,83,80,75,70,70,101,True,pidgeot,18.0,216.0,15.0,395.0,3.0,1.0,"keen-eye, tangled-feet, big-pecks",65.0,True,pidgeot,generation-i,forest,medium-slow,brown,wings,45.0,70.0,False,False,False,pidgeotto,0,1,0.07035175879396986,0.039407881576315265,0.3146853146853147,1.0,1.0,0.1711229946524064,0.14148165168519994,0.7237076648841354,0.4819275614592142
Pidgeot,Normal,Flying,579,83,80,80,135,80,121,True,pidgeot,18.0,216.0,15.0,395.0,3.0,1.0,"keen-eye, tangled-feet, big-pecks",65.0,True,pidgeot,generation-i,forest,medium-slow,brown,wings,45.0,70.0,False,False,False,pidgeotto,0,1,0.07035175879396986,0.039407881576315265,0.3146853146853147,1.0,1.0,0.1711229946524064,0.14148165168519994,0.7237076648841354,0.4819275614592142
Rattata,Normal,,253,30,56,35,25,35,72,True,rattata,19.0,51.0,3.0,35.0,3.0,1.0,"run-away, guts, hustle",82.0,True,rattata,generation-i,grassland,medium,purple,quadruped,255.0,70.0,False,False,False,,0,0,0.010050251256281405,0.0034006801360272052,0.026223776223776224,1.0,1.0,0.21657754010695185,0.013224902538694945,0.7388591800356507,0.29951114277586877
Rattata,Dark,Normal,253,30,56,35,25,35,72,True,rattata,19.0,51.0,3.0,35.0,3.0,1.0,"run-away, guts, hustle",82.0,True,rattata,generation-i,grassland,medium,purple,quadruped,255.0,70.0,False,False,False,,0,0,0.010050251256281405,0.0034006801360272052,0.026223776223776224,1.0,1.0,0.21657754010695185,0.013224902538694945,0.7388591800356507,0.29951114277586877
Raticate,Normal,,413,55,81,60,50,70,97,True,raticate,20.0,145.0,7.0,185.0,3.0,1.0,"run-away, guts, hustle",85.0,True,raticate,generation-i,grassland,medium,brown,quadruped,127.0,70.0,False,False,False,rattata,0,1,0.03015075376884422,0.018403680736147232,0.19055944055944055,1.0,1.0,0.2245989304812834,0.07970462502147733,0.7415329768270945,0.470524578237281
Raticate,Dark,Normal,413,75,71,70,40,80,77,True,raticate,20.0,145.0,7.0,185.0,3.0,1.0,"run-away, guts, hustle",85.0,True,raticate,generation-i,grassland,medium,brown,quadruped,127.0,70.0,False,False,False,rattata,0,1,0.03015075376884422,0.018403680736147232,0.19055944055944055,1.0,1.0,0.2245989304812834,0.07970462502147733,0.7415329768270945,0.470524578237281
Spearow,Normal,Flying,262,40,60,30,31,31,70,True,spearow,21.0,52.0,3.0,20.0,2.0,1.0,"keen-eye, sniper",70.0,True,spearow,generation-i,rough-terrain,medium,brown,wings,255.0,70.0,False,False,False,,0,0,0.010050251256281405,0.001900380076015203,0.02797202797202797,0.5,1.0,0.18449197860962566,0.013307553101441527,0.5614973262032086,0.22859119641171588
Fearow,Normal,Flying,442,65,90,65,61,61,100,True,fearow,22.0,155.0,12.0,380.0,2.0,1.0,"keen-eye, sniper",69.0,True,fearow,generation-i,rough-terrain,medium,brown,wings,90.0,70.0,False,False,False,spearow,0,1,0.055276381909547735,0.03790758151630326,0.20804195804195805,0.5,1.0,0.1818181818181818,0.10040864048926967,0.5606060606060607,0.4043650163892052
Ekans,Poison,,288,35,60,44,40,54,55,True,ekans,23.0,58.0,20.0,69.0,3.0,1.0,"intimidate, shed-skin, unnerve",95.0,True,ekans,generation-i,grassland,medium,purple,squiggle,255.0,70.0,False,False,False,,0,0,0.09547738693467338,0.006801360272054411,0.03846153846153845,1.0,1.0,0.2513368983957219,0.046913428556088745,0.750445632798574,0.31425228168625624
Arbok,Poison,,448,60,95,69,65,79,80,True,arbok,24.0,157.0,35.0,650.0,3.0,1.0,"intimidate, shed-skin, unnerve",103.0,True,arbok,generation-i,grassland,medium,purple,squiggle,90.0,70.0,False,False,False,ekans,0,1,0.17085427135678394,0.0649129825965193,0.21153846153846154,1.0,1.0,0.2727272727272727,0.1491019051639216,0.7575757575757575,0.4977608745794795
Pikachu,Electric,,320,35,55,40,50,50,90,True,pikachu,25.0,112.0,4.0,60.0,2.0,1.0,"static, lightning-rod",109.0,True,pikachu,generation-i,forest,medium,yellow,quadruped,190.0,70.0,False,False,False,pichu,0,1,0.01507537688442211,0.005901180236047209,0.13286713286713286,0.5,1.0,0.2887700534759358,0.05128122999586739,0.5962566844919787,0.40388704279555165
Pikachu,Electric,,430,45,80,50,75,60,120,True,pikachu,25.0,112.0,4.0,60.0,2.0,1.0,"static, lightning-rod",109.0,True,pikachu,generation-i,forest,medium,yellow,quadruped,190.0,70.0,False,False,False,pichu,0,1,0.01507537688442211,0.005901180236047209,0.13286713286713286,0.5,1.0,0.2887700534759358,0.05128122999586739,0.5962566844919787,0.40388704279555165
Raichu,Electric,,485,60,90,55,90,80,110,True,raichu,26.0,218.0,8.0,300.0,2.0,1.0,"static, lightning-rod",116.0,True,raichu,generation-i,forest,medium,yellow,upright,75.0,70.0,False,False,False,pikachu,0,1,0.035175879396984924,0.02990598119623925,0.3181818181818181,0.5,1.0,0.30748663101604273,0.12775455959168078,0.6024955436720142,0.4293245853463099
Raichu,Electric,Psychic,485,60,85,50,95,85,110,True,raichu,26.0,218.0,8.0,300.0,2.0,1.0,"static, lightning-rod",116.0,True,raichu,generation-i,forest,medium,yellow,upright,75.0,70.0,False,False,False,pikachu,0,1,0.035175879396984924,0.02990598119623925,0.3181818181818181,0.5,1.0,0.30748663101604273,0.12775455959168078,0.6024955436720142,0.4293245853463099
Sandshrew,Ground,,300,50,75,85,20,30,40,True,sandshrew,27.0,60.0,6.0,120.0,2.0,1.0,"sand-veil, sand-rush",99.0,True,sandshrew,generation-i,rough-terrain,medium,yellow,upright,255.0,70.0,False,False,False,,0,0,0.025125628140703515,0.011902380476095218,0.04195804195804195,0.5,1.0,0.2620320855614973,0.026328683524946894,0.587344028520499,0.2428362164656837
Sandshrew,Ice,Steel,300,50,75,90,10,35,40,True,sandshrew,27.0,60.0,6.0,120.0,2.0,1.0,"sand-veil, sand-rush",99.0,True,sandshrew,generation-i,rough-terrain,medium,yellow,upright,255.0,70.0,False,False,False,,0,0,0.025125628140703515,0.011902380476095218,0.04195804195804195,0.5,1.0,0.2620320855614973,0.026328683524946894,0.587344028520499,0.2428362164656837
Sandslash,Ground,,450,75,100,110,45,55,65,True,sandslash,28.0,158.0,10.0,295.0,2.0,1.0,"sand-veil, sand-rush",103.0,True,sandslash,generation-i,rough-terrain,medium,yellow,upright,90.0,70.0,False,False,False,sandshrew,0,1,0.04522613065326633,0.029405881176235247,0.21328671328671325,0.5,1.0,0.2727272727272727,0.09597290837207162,0.5909090909090909,0.4151555088752579
Sandslash,Ice,Steel,450,75,100,120,25,65,65,True,sandslash,28.0,158.0,10.0,295.0,2.0,1.0,"sand-veil, sand-rush",103.0,True,sandslash,generation-i,rough-terrain,medium,yellow,upright,90.0,70.0,False,False,False,sandshrew,0,1,0.04522613065326633,0.029405881176235247,0.21328671328671325,0.5,1.0,0.2727272727272727,0.09597290837207162,0.5909090909090909,0.4151555088752579
Nidoran♀,Poison,,275,55,47,52,40,40,41,True,nidoran-f,29.0,55.0,4.0,70.0,3.0,1.0,"poison-point, rivalry, hustle",78.0,True,nidoran-f,generation-i,grassland,medium-slow,blue,quadruped,235.0,70.0,False,False,False,,0,0,0.01507537688442211,0.006901380276055211,0.033216783216783216,1.0,1.0,0.20588235294117646,0.01839784679242018,0.7352941176470589,0.2996370010965496
Nidorina,Poison,,365,70,62,67,55,55,56,True,nidorina,30.0,128.0,8.0,200.0,3.0,1.0,"poison-point, rivalry, hustle",77.0,True,nidorina,generation-i,grassland,medium-slow,blue,quadruped,120.0,70.0,False,False,False,nidoran-f,0,1,0.035175879396984924,0.019903980796159234,0.16083916083916083,1.0,1.0,0.2032085561497326,0.07197300701076832,0.7344028520499108,0.4653530429231948
Nidoqueen,Poison,Ground,505,90,92,87,75,85,76,True,nidoqueen,31.0,227.0,13.0,600.0,3.0,1.0,"poison-point, rivalry, sheer-force",133.0,True,nidoqueen,generation-i,grassland,medium-slow,blue,upright,45.0,70.0,False,False,False,nidorina,0,1,0.06030150753768845,0.059911982396479296,0.33391608391608396,1.0,1.0,0.3529411764705882,0.15137652461675058,0.7843137254901961,0.5091384475811036
Nidoran♂,Poison,,273,46,57,40,40,40,50,True,nidoran-m,32.0,55.0,5.0,90.0,3.0,1.0,"poison-point, rivalry, hustle",80.0,True,nidoran-m,generation-i,grassland,medium-slow,purple,quadruped,235.0,70.0,False,False,False,,0,0,0.020100502512562814,0.008901780356071214,0.033216783216783216,1.0,1.0,0.21122994652406415,0.02073968869513908,0.7370766488413548,0.30105256614508363
Nidorino,Poison,,365,61,72,57,55,55,65,True,nidorino,33.0,128.0,9.0,195.0,3.0,1.0,"poison-point, rivalry, hustle",76.0,True,nidorino,generation-i,grassland,medium-slow,purple,quadruped,120.0,70.0,False,False,False,nidoran-m,0,1,0.04020100502512563,0.019403880776155232,0.16083916083916083,1.0,1.0,0.20053475935828874,0.07348134888014723,0.7335115864527629,0.46544903924514935
Nidoking,Poison,Ground,505,81,102,77,85,75,85,True,nidoking,34.0,227.0,14.0,620.0,3.0,1.0,"poison-point, rivalry, sheer-force",134.0,True,nidoking,generation-i,grassland,medium-slow,purple,upright,45.0,70.0,False,False,False,nidorino,0,1,0.06532663316582915,0.0619123824764953,0.33391608391608396,1.0,1.0,0.35561497326203206,0.15371836651946946,0.785204991087344,0.5101975063907784
Clefairy,Fairy,,323,70,45,48,60,65,35,True,clefairy,35.0,113.0,6.0,75.0,3.0,1.0,"cute-charm, magic-guard, friend-guard",161.0,True,clefairy,generation-i,mountain,fast,pink,upright,150.0,140.0,False,False,False,cleffa,0,1,0.025125628140703515,0.007401480296059212,0.1346153846153846,1.0,1.0,0.42780748663101603,0.05571416435071578,0.8092691622103386,0.4904219141893502
Clefable,Fairy,,483,95,70,73,95,90,60,True,clefable,36.0,217.0,13.0,400.0,3.0,1.0,"cute-charm, magic-guard, unaware",164.0,True,clefable,generation-i,mountain,fast,pink,upright,25.0,140.0,False,False,False,clefairy,0,1,0.06030150753768845,0.03990798159631927,0.31643356643356646,1.0,1.0,0.43582887700534756,0.13888101852252474,0.8119429590017825,0.5164414891574705
Vulpix,Fire,,299,38,41,40,50,65,65,True,vulpix,37.0,60.0,6.0,99.0,2.0,1.0,"flash-fire, drought",88.0,True,vulpix,generation-i,grassland,medium,brown,quadruped,190.0,70.0,False,False,False,,0,0,0.025125628140703515,0.009801960392078415,0.04195804195804195,0.5,1.0,0.23262032085561496,0.025628543496941297,0.5775401069518716,0.23870460582983105
Vulpix,Ice,,299,38,41,40,50,65,65,True,vulpix,37.0,60.0,6.0,99.0,2.0,1.0,"flash-fire, drought",88.0,True,vulpix,generation-i,grassland,medium,brown,quadruped,190.0,70.0,False,False,False,,0,0,0.025125628140703515,0.009801960392078415,0.04195804195804195,0.5,1.0,0.23262032085561496,0.025628543496941297,0.5775401069518716,0.23870460582983105
Ninetales,Fire,,505,73,76,75,81,100,100,True,ninetales,38.0,177.0,11.0,199.0,2.0,1.0,"flash-fire, drought",98.0,True,ninetales,generation-i,grassland,medium,yellow,quadruped,75.0,70.0,False,False,False,vulpix,0,1,0.05025125628140704,0.01980396079215843,0.24650349650349648,0.5,1.0,0.25935828877005346,0.10551957119235399,0.5864527629233511,0.4162369765270466
Ninetales,Ice,Fairy,505,73,67,75,81,100,109,True,ninetales,38.0,177.0,11.0,199.0,2.0,1.0,"flash-fire, drought",98.0,True,ninetales,generation-i,grassland,medium,yellow,quadruped,75.0,70.0,False,False,False,vulpix,0,1,0.05025125628140704,0.01980396079215843,0.24650349650349648,0.5,1.0,0.25935828877005346,0.10551957119235399,0.5864527629233511,0.4162369765270466
Jigglypuff,Normal,Fairy,270,115,45,20,45,25,20,True,jigglypuff,39.0,95.0,5.0,55.0,3.0,1.0,"cute-charm, competitive, friend-guard",148.0,True,jigglypuff,generation-i,grassland,fast,pink,humanoid,170.0,70.0,False,False,False,igglybuff,0,1,0.020100502512562814,0.005401080216043209,0.10314685314685315,1.0,1.0,0.39304812834224595,0.042882811958486394,0.7976827094474154,0.4819379273665121
Wigglytuff,Normal,Fairy,435,140,70,45,85,50,45,True,wigglytuff,40.0,196.0,10.0,120.0,3.0,1.0,"cute-charm, competitive, frisk",153.0,True,wigglytuff,generation-i,grassland,fast,pink,humanoid,50.0,70.0,False,False,False,jigglypuff,0,1,0.04522613065326633,0.011902380476095218,0.2797202797202797,1.0,1.0,0.4064171122994652,0.11228293028321375,0.8021390374331551,0.5045404940582262
Zubat,Poison,Flying,245,40,45,35,30,40,55,True,zubat,41.0,49.0,8.0,75.0,2.0,1.0,"inner-focus, infiltrator",83.0,True,zubat,generation-i,cave,medium,purple,wings,255.0,70.0,False,False,False,,0,0,0.035175879396984924,0.007401480296059212,0.02272727272727272,0.5,1.0,0.2192513368983957,0.021768210806772288,0.5730837789661319,0.23576397482848446
Golbat,Poison,Flying,455,75,80,70,65,75,90,True,golbat,42.0,159.0,16.0,550.0,2.0,1.0,"inner-focus, infiltrator",84.0,True,golbat,generation-i,cave,medium,purple,wings,90.0,70.0,False,False,False,zubat,0,1,0.07537688442211056,0.05491098219643929,0.21503496503496503,0.5,1.0,0.22192513368983954,0.11510761055117162,0.5739750445632799,0.4141223009906635
Oddish,Grass,Poison,320,45,50,55,75,65,30,True,oddish,43.0,64.0,5.0,54.0,2.0,1.0,"chlorophyll, run-away",74.0,True,oddish,generation-i,grassland,medium-slow,blue,legs,255.0,70.0,False,False,False,,0,0,0.020100502512562814,0.005301060212042409,0.048951048951048945,0.5,1.0,0.19518716577540104,0.024784203891884724,0.5650623885918004,0.23346021660428556
Gloom,Grass,Poison,395,60,65,70,85,75,40,True,gloom,44.0,138.0,8.0,86.0,2.0,1.0,"chlorophyll, stench",78.0,True,gloom,generation-i,grassland,medium-slow,blue,humanoid,120.0,70.0,False,False,False,oddish,0,1,0.035175879396984924,0.008501700340068013,0.1783216783216783,0.5,1.0,0.20588235294117646,0.07399975268624374,0.5686274509803921,0.39965090619803
Vileplume,Grass,Poison,490,75,80,85,110,90,50,True,vileplume,45.0,221.0,12.0,186.0,2.0,1.0,"chlorophyll, effect-spore",86.0,True,vileplume,generation-i,grassland,medium-slow,red,humanoid,45.0,70.0,False,False,False,gloom,0,1,0.055276381909547735,0.01850370074014803,0.32342657342657344,0.5,1.0,0.22727272727272724,0.13240221869208973,0.5757575757575758,0.42002369591065725
Paras,Bug,Grass,285,35,70,55,45,55,25,True,paras,46.0,57.0,3.0,54.0,3.0,1.0,"effect-spore, dry-skin, damp",87.0,True,paras,generation-i,forest,medium,red,armor,190.0,70.0,False,False,False,,0,0,0.010050251256281405,0.005301060212042409,0.036713286713286705,1.0,1.0,0.2299465240641711,0.01735486606053684,0.7433155080213903,0.30253266302671716
Parasect,Bug,Grass,405,60,95,80,60,80,30,True,parasect,47.0,142.0,10.0,295.0,3.0,1.0,"effect-spore, dry-skin, damp",80.0,True,parasect,generation-i,forest,medium,red,armor,75.0,70.0,False,False,False,paras,0,1,0.04522613065326633,0.029405881176235247,0.1853146853146853,1.0,1.0,0.21122994652406415,0.08664889904806229,0.7370766488413548,0.47082532925096054
Venonat,Bug,Poison,305,60,55,50,40,55,45,True,venonat,48.0,61.0,10.0,300.0,3.0,1.0,"compound-eyes, tinted-lens, run-away",74.0,True,venonat,generation-i,forest,medium,purple,humanoid,190.0,70.0,False,False,False,,0,0,0.04522613065326633,0.02990598119623925,0.0437062937062937,1.0,1.0,0.19518716577540104,0.03961280185193309,0.7317290552584671,0.3045754626589668
Venomoth,Bug,Poison,450,70,65,60,90,75,90,True,venomoth,49.0,158.0,15.0,125.0,3.0,1.0,"shield-dust, tinted-lens, wonder-skin",93.0,True,venomoth,generation-i,forest,medium,purple,bug-wings,75.0,70.0,False,False,False,venonat,0,1,0.07035175879396986,0.01240248049609922,0.21328671328671325,1.0,1.0,0.2459893048128342,0.0986803175255941,0.7486631016042781,0.4790693358993895
Diglett,Ground,,265,10,55,25,35,45,95,True,diglett,50.0,53.0,2.0,8.0,3.0,1.0,"sand-veil, arena-trap, sand-force",82.0,True,diglett,generation-i,cave,medium,brown,blob,255.0,70.0,False,False,False,,0,0,0.005025125628140704,0.0007001400280056011,0.029720279720279713,1.0,1.0,0.21657754010695185,0.011815181792142006,0.7388591800356507,0.29908822655190287
Diglett,Ground,Steel,265,10,55,30,35,45,90,True,diglett,50.0,53.0,2.0,8.0,3.0,1.0,"sand-veil, arena-trap, sand-force",82.0,True,diglett,generation-i,cave,medium,brown,blob,255.0,70.0,False,False,False,,0,0,0.005025125628140704,0.0007001400280056011,0.029720279720279713,1.0,1.0,0.21657754010695185,0.011815181792142006,0.7388591800356507,0.29908822655190287
Dugtrio,Ground,,425,35,100,50,50,70,120,True,dugtrio,51.0,149.0,7.0,333.0,3.0,1.0,"sand-veil, arena-trap, sand-force",83.0,True,dugtrio,generation-i,cave,medium,brown,heads,50.0,70.0,False,False,False,diglett,0,1,0.03015075376884422,0.03320664132826565,0.19755244755244752,1.0,1.0,0.2192513368983957,0.08696994754985247,0.7397504456327986,0.47199116251807516
Dugtrio,Ground,Steel,425,35,100,60,50,70,110,True,dugtrio,51.0,149.0,7.0,333.0,3.0,1.0,"sand-veil, arena-trap, sand-force",83.0,True,dugtrio,generation-i,cave,medium,brown,heads,50.0,70.0,False,False,False,diglett,0,1,0.03015075376884422,0.03320664132826565,0.19755244755244752,1.0,1.0,0.2192513368983957,0.08696994754985247,0.7397504456327986,0.47199116251807516
Meowth,Normal,,290,40,45,35,40,40,90,True,meowth,52.0,58.0,4.0,42.0,3.0,1.0,"pickup, technician, unnerve",110.0,True,meowth,generation-i,urban,medium,yellow,quadruped,255.0,70.0,False,False,False,,0,0,0.01507537688442211,0.004100820164032807,0.03846153846153845,1.0,1.0,0.2914438502673797,0.01921257850333112,0.7638146167557932,0.31128962025331663
